"schoolid","lowinc","childid","sex","grade","math"
"2820",0,"298324201","Male",0,-2.032
"2820",0,"298324201","Male",1,-1.505
"2820",0,"298324201","Male",2,-0.316
"2820",0,"298324201","Male",3,0.237
"2820",0,"298324201","Male",4,1.623
"2820",0,"298324471","Male",0,-1.303
"2820",0,"298324471","Male",1,0.658
"2820",0,"298324471","Male",2,2.14
"2820",0,"298324471","Male",3,1.346
"2820",0,"298324471","Male",4,3.163
"2820",0,"298324711","Female",0,-0.733
"2820",0,"298324711","Female",1,-0.273
"2820",0,"298324711","Female",2,0.852
"2820",0,"298324711","Female",3,1.748
"2820",0,"298324711","Female",4,2.682
"2820",0,"302902672","Female",1,-0.427
"2820",0,"302902672","Female",2,-1.03
"2820",0,"302902672","Female",3,1.748
"2820",0,"302902672","Female",4,3.055
"2820",0,"304529092","Female",1,0.148
"2820",0,"304529092","Female",2,-0.522
"2820",0,"304529092","Female",3,0.632
"2820",0,"304529092","Female",4,2.035
"2820",0,"304731912","Female",1,-0.785
"2820",0,"304731912","Female",2,0.587
"2820",0,"304731912","Female",3,1.421
"2820",0,"304731912","Female",4,2.6
"2820",0,"304739492","Female",2,0.995
"2820",0,"304739492","Female",3,1.934
"2820",0,"304739492","Female",4,2.859
"2820",0,"304739732","Female",2,-0.316
"2820",0,"304739732","Female",3,-0.297
"2820",0,"304739732","Female",4,0.501
"2820",0,"306953801","Male",0,-2.596
"2820",0,"306953801","Male",1,-1.441
"2820",0,"306953801","Male",2,-1.34
"2820",0,"306953801","Male",3,0.021
"2820",0,"306953801","Male",4,1.623
"2820",0,"306960181","Female",0,-0.221
"2820",0,"306960181","Female",1,1.043
"2820",0,"306960181","Female",2,0.343
"2820",0,"306960181","Female",3,2.034
"2820",0,"306960181","Female",4,2.768
"2820",0,"306960261","Male",0,-1.541
"2820",0,"306960261","Male",1,-0.028
"2820",0,"306960261","Male",2,0.463
"2820",0,"306960261","Male",3,1.273
"2820",0,"306960261","Male",4,3.544
"2820",0,"306962121","Male",0,-1.384
"2820",0,"306962121","Male",1,-0.028
"2820",0,"306962121","Male",2,0.716
"2820",0,"306962121","Male",3,1.134
"2820",0,"306962121","Male",4,2.3
"2820",0,"306964091","Female",0,-1.541
"2820",0,"306964091","Female",1,-1.757
"2820",0,"306964091","Female",1,-0.767
"2820",0,"306964251","Female",0,-1.76
"2820",0,"306964251","Female",1,-0.501
"2820",0,"306964251","Female",2,0.852
"2820",0,"306964251","Female",3,1.748
"2820",0,"306964251","Female",4,2.445
"2820",0,"306964411","Male",0,-0.619
"2820",0,"306964411","Male",1,-0.112
"2820",0,"306964411","Male",2,0.716
"2820",0,"306964411","Male",3,1.934
"2820",0,"306964411","Male",4,2.6
"2820",0,"306964921","Female",0,0.579
"2820",0,"306964921","Female",1,0.439
"2820",0,"306964921","Female",2,4.051
"2820",0,"306964921","Female",3,3.207
"2820",0,"306964921","Female",4,4.627
"2820",0,"306967511","Male",0,-1.384
"2820",0,"306967511","Male",1,-0.988
"2820",0,"306967511","Male",2,0.003
"2820",0,"306967511","Male",3,0.347
"2820",0,"306967511","Male",4,1.46
"2820",0,"306969131","Male",0,-1.13
"2820",0,"306969131","Male",1,-0.112
"2820",0,"306969131","Male",2,-0.522
"2820",0,"306970492","Male",1,1.548
"2820",0,"306970492","Male",2,1.894
"2820",0,"306970492","Male",3,3.207
"2820",0,"310895492","Female",2,-0.419
"2820",0,"310895492","Female",3,0.459
"2820",0,"310895492","Female",4,1.973
"2820",0,"312965011","Female",0,0.12
"2820",0,"312965011","Female",1,1.043
"2820",0,"312965011","Female",2,2.14
"2820",0,"312965011","Female",3,2.814
"2820",0,"312965011","Female",4,4.627
"2850",100,"279894461","Female",0,-2.558
"2850",100,"279894461","Female",0,-1.276
"2850",100,"279894461","Female",1,-0.942
"2850",100,"279894971","Male",0,-0.974
"2850",100,"279894971","Male",1,-0.645
"2850",100,"279894971","Male",2,1.146
"2850",100,"279894971","Male",3,2.14
"2850",100,"282900122","Male",2,0.003
"2850",100,"282900122","Male",3,1.066
"2850",100,"282900122","Male",4,2.3
"2850",100,"282901012","Male",2,-2.015
"2850",100,"282901012","Male",3,-0.945
"2850",100,"282901012","Male",4,-0.318
"2850",100,"294572551","Female",0,-3.232
"2850",100,"294572551","Female",1,-2.032
"2850",100,"294572551","Female",2,-0.105
"2850",100,"294576031","Male",0,-2.377
"2850",100,"294576031","Male",1,-1.384
"2850",100,"294576031","Male",2,-0.522
"2850",100,"294578831","Male",0,-3.068
"2850",100,"294578831","Male",1,-1.12
"2850",100,"294578831","Male",2,-1.665
"2850",100,"294578831","Male",3,-0.35
"2850",100,"294578831","Male",4,1.199
"2850",100,"294584051","Female",0,-1.276
"2850",100,"294584051","Female",1,-0.854
"2850",100,"294584051","Female",2,1.894
"2850",100,"294584051","Female",3,1.748
"2850",100,"294584051","Female",4,2.6
"2850",100,"294588041","Male",0,-2.558
"2850",100,"294588041","Male",1,-1.616
"2850",100,"294588041","Male",2,-1.778
"2850",100,"294588041","Male",3,0.516
"2850",100,"294588041","Male",4,1.199
"2850",100,"301221272","Male",1,-1.689
"2850",100,"301221272","Male",2,-1.236
"2850",100,"301221272","Male",3,-0.403
"2850",100,"301221272","Male",4,0.601
"2850",100,"301232631","Male",0,-2.558
"2850",100,"301232631","Male",1,-1.946
"2850",100,"301232631","Male",2,-1.132
"2850",100,"301232631","Male",3,0.237
"2850",100,"301232631","Male",4,0.699
"2880",75.1,"238425642","Female",2,-1.446
"2880",75.1,"238425642","Female",2,-1.243
"2880",75.1,"238425642","Female",3,-0.592
"2880",75.1,"254181581","Female",0,-2.162
"2880",75.1,"254181581","Female",1,-1.505
"2880",75.1,"254181581","Female",2,-2.14
"2880",75.1,"254181581","Female",3,-1.117
"2880",75.1,"268182651","Female",0,-1.464
"2880",75.1,"268182651","Female",1,-0.273
"2880",75.1,"268182651","Female",2,0.114
"2880",75.1,"268182651","Female",3,1.134
"2880",75.1,"268182651","Female",4,2.035
"2880",75.1,"280388602","Male",2,1.309
"2880",75.1,"280388602","Male",3,1.066
"2880",75.1,"280388602","Male",4,1.354
"2880",75.1,"282393001","Male",0,-1.616
"2880",75.1,"282393001","Male",1,-0.273
"2880",75.1,"282393001","Male",2,1.894
"2880",75.1,"282393001","Male",3,1.661
"2880",75.1,"298669291","Female",0,-1.464
"2880",75.1,"298669291","Female",1,0.148
"2880",75.1,"298669291","Female",2,0.852
"2880",75.1,"298669291","Female",3,0.691
"2880",75.1,"298669291","Female",4,2.371
"2880",75.1,"298670031","Female",0,-2.657
"2880",75.1,"298670031","Female",1,-1.757
"2880",75.1,"298670031","Female",1,-0.33
"2880",75.1,"298670031","Female",2,-1.303
"2880",75.1,"298670031","Female",3,0.283
"2880",75.1,"298672751","Male",0,-1.898
"2880",75.1,"298672751","Male",1,0.338
"2880",75.1,"298672751","Male",2,0.852
"2880",75.1,"298672751","Male",3,0.936
"2880",75.1,"298672751","Male",4,2.682
"2880",75.1,"298678521","Female",0,-2.097
"2880",75.1,"298678521","Female",1,-0.501
"2880",75.1,"298678521","Female",2,-1.34
"2880",75.1,"298678521","Female",3,0.516
"2880",75.1,"298678521","Female",4,1.199
"2880",75.1,"298679681","Male",0,-2.351
"2880",75.1,"298679681","Male",1,-2.072
"2880",75.1,"298679681","Male",2,-1.778
"2880",75.1,"298679681","Male",3,-0.616
"2880",75.1,"298679681","Male",3,-0.047
"2880",75.1,"306379682","Female",1,-2.072
"2880",75.1,"306379682","Female",2,0.463
"2880",75.1,"306379682","Female",3,-0.297
"2880",75.1,"306379682","Female",4,1.736
"2880",75.1,"306379842","Female",1,-0.273
"2880",75.1,"306379842","Female",2,-0.522
"2880",75.1,"306379842","Female",3,0.516
"2880",75.1,"306379842","Female",4,1.25
"2880",75.1,"311050211","Female",0,-1.83
"2880",75.1,"311050211","Female",1,-1.441
"2880",75.1,"311050211","Female",2,-0.211
"2880",75.1,"311050211","Female",2,0.788
"2880",75.1,"311050211","Female",4,0.044
"2930",84.7,"280123142","Female",0,-2.413
"2930",84.7,"280123142","Female",1,-1.525
"2930",84.7,"280123142","Female",2,-0.063
"2930",84.7,"280123142","Female",4,1.098
"2930",84.7,"287474892","Female",1,-2.2
"2930",84.7,"287474892","Female",2,-1.778
"2930",84.7,"287474892","Female",3,-0.889
"2930",84.7,"287474892","Female",4,-0.116
"2930",84.7,"300170212","Male",1,-1.004
"2930",84.7,"300170212","Male",2,-0.391
"2930",84.7,"300170212","Male",4,0.2
"2930",84.7,"300177732","Male",1,-0.854
"2930",84.7,"300177732","Male",2,-1.03
"2930",84.7,"300177732","Male",3,0.691
"2930",84.7,"300177732","Male",4,1.354
"2930",84.7,"300183032","Male",0,-1.616
"2930",84.7,"300183032","Male",1,-1.179
"2930",84.7,"300183032","Male",2,-0.13
"2930",84.7,"300183032","Male",3,0.117
"2930",84.7,"310452662","Female",1,-0.06
"2930",84.7,"310452662","Female",2,-0.211
"2930",84.7,"310452662","Female",3,0.573
"2930",84.7,"315876462","Male",2,0.995
"2930",84.7,"315876462","Male",3,1.421
"2930",84.7,"315876462","Male",4,2.035
"2960",96.5,"276738051","Male",0,-2.188
"2960",96.5,"276738051","Male",1,-2.663
"2960",96.5,"276738051","Male",2,-0.826
"2960",96.5,"280617141","Male",0,-2.377
"2960",96.5,"280617141","Male",1,-1.819
"2960",96.5,"280617141","Male",2,-1.03
"2960",96.5,"280617141","Male",3,0.182
"2960",96.5,"280617141","Male",4,0.551
"2960",96.5,"285214722","Female",0,-1.689
"2960",96.5,"285214722","Female",1,-0.706
"2960",96.5,"285214722","Female",2,-0.64
"2960",96.5,"285214722","Female",3,0.749
"2960",96.5,"285914703","Male",2,-1.778
"2960",96.5,"285914703","Male",3,-0.834
"2960",96.5,"285914703","Male",4,-0.008
"2960",96.5,"289501791","Male",0,-1.76
"2960",96.5,"289501791","Male",1,0.338
"2960",96.5,"289501791","Male",2,0.716
"2960",96.5,"289501791","Male",3,1.346
"2960",96.5,"289501791","Male",4,0.997
"2960",96.5,"292140341","Male",0,-1.772
"2960",96.5,"292140341","Male",1,-0.854
"2960",96.5,"292140341","Male",2,-0.522
"2960",96.5,"292140341","Male",3,0.347
"2960",96.5,"292265551","Female",0,-1.772
"2960",96.5,"292265551","Female",1,0.058
"2960",96.5,"292265551","Female",2,-0.105
"2960",96.5,"292265551","Female",3,-0.192
"2960",96.5,"296455231","Male",0,-2.188
"2960",96.5,"296455231","Male",1,1.043
"2960",96.5,"296455231","Male",2,-0.623
"2960",96.5,"296455231","Male",3,0.237
"2960",96.5,"296455231","Male",4,1.047
"2960",96.5,"299145161","Female",0,-1.898
"2960",96.5,"299145161","Female",1,-0.501
"2960",96.5,"299145161","Female",2,-0.211
"2960",96.5,"299145161","Female",3,0.873
"2960",96.5,"299145161","Female",4,0.848
"2960",96.5,"299146482","Female",2,0.114
"2960",96.5,"299146482","Female",3,-0.032
"2960",96.5,"299146482","Female",4,0.601
"2960",96.5,"300009352","Female",2,-1.03
"2960",96.5,"300009352","Female",3,-1.176
"2960",96.5,"300009352","Female",4,-0.515
"2960",96.5,"301975181","Female",0,-2.377
"2960",96.5,"301975181","Female",1,-3.094
"2960",96.5,"301975181","Female",1,-2.174
"2960",96.5,"301975181","Female",2,-1.796
"2960",96.5,"301975181","Female",3,-0.816
"2960",96.5,"302022792","Male",2,-1.446
"2960",96.5,"302022792","Male",3,-1.002
"2960",96.5,"302022792","Male",4,0.097
"2960",96.5,"303773111","Female",0,-1.218
"2960",96.5,"303773111","Female",1,-0.427
"2960",96.5,"303773111","Female",2,0.343
"2960",96.5,"303773111","Female",3,0.751
"2960",96.5,"303773111","Female",4,1.679
"2960",96.5,"304628581","Female",0,-1.384
"2960",96.5,"304628581","Female",1,0.148
"2960",96.5,"304628581","Female",2,1.146
"2960",96.5,"304628581","Female",3,0.936
"2960",96.5,"304628581","Female",4,1.679
"2960",96.5,"304630801","Male",0,-3.068
"2960",96.5,"304630801","Male",1,-1.568
"2960",96.5,"304630801","Male",2,-2.551
"2960",96.5,"304630801","Male",3,-1.357
"2960",96.5,"304630801","Male",4,-0.455
"2960",96.5,"304634041","Male",0,-3.068
"2960",96.5,"304634041","Male",1,-2.461
"2960",96.5,"304634041","Male",2,-2.14
"2960",96.5,"304634041","Male",3,-1.235
"2960",96.5,"304634041","Male",4,-0.768
"2960",96.5,"304639001","Male",0,-2.377
"2960",96.5,"304639001","Male",1,-1.505
"2960",96.5,"304639001","Male",2,-2.27
"2960",96.5,"304639001","Male",3,-0.67
"2960",96.5,"304639001","Male",4,-0.281
"2960",96.5,"304642731","Female",0,-1.987
"2960",96.5,"304642731","Female",1,-2.265
"2960",96.5,"304642731","Female",2,-1.446
"2960",96.5,"304642731","Female",3,-1.616
"2960",96.5,"304642731","Female",4,0.848
"2960",96.5,"305255312","Male",0,-2.377
"2960",96.5,"305255312","Male",1,-2.265
"2960",96.5,"305255312","Male",2,-1.34
"2960",96.5,"305255312","Male",3,-0.889
"2960",96.5,"305255312","Male",4,-0.338
"2960",96.5,"305255821","Female",0,-3.068
"2960",96.5,"305255821","Female",1,-3.249
"2960",96.5,"305255821","Female",1,-2.053
"2960",96.5,"305255821","Female",2,-2.263
"2960",96.5,"305255821","Female",3,-1.291
"2960",96.5,"306211742","Female",1,-0.716
"2960",96.5,"306211742","Female",2,-0.826
"2960",96.5,"306211742","Female",3,-0.032
"2960",96.5,"306211742","Female",4,0.997
"2960",96.5,"308430372","Male",1,-2.732
"2960",96.5,"308430372","Male",2,-1.555
"2960",96.5,"308430372","Male",3,-1.296
"2960",96.5,"308590142","Male",1,-2.487
"2960",96.5,"308590142","Male",2,-2.056
"2960",96.5,"308590142","Male",3,-1.485
"2960",96.5,"309561921","Male",0,-1.276
"2960",96.5,"309561921","Male",1,-0.273
"2960",96.5,"309561921","Male",2,-0.105
"2960",96.5,"309561921","Male",3,0.516
"2960",96.5,"309561921","Male",4,0.501
"2960",96.5,"309964881","Male",0,-1.689
"2960",96.5,"309964881","Male",1,-0.194
"2960",96.5,"309964881","Male",2,0.227
"2960",96.5,"309991421","Female",0,-2.558
"2960",96.5,"309991421","Female",1,-2.33
"2960",96.5,"309991421","Female",2,-1.446
"2960",96.5,"309991421","Female",3,-1.616
"2960",96.5,"309991421","Female",4,-0.225
"2960",96.5,"309994011","Female",0,-0.608
"2960",96.5,"309994011","Female",1,-0.028
"2960",96.5,"309994011","Female",2,0.587
"2960",96.5,"309994011","Female",3,0.182
"2960",96.5,"309994011","Female",4,0.798
"2960",96.5,"309996141","Female",0,-1.898
"2960",96.5,"309996141","Female",1,-0.988
"2960",96.5,"309996141","Female",2,-0.419
"2960",96.5,"309996141","Female",3,-0.297
"2960",96.5,"309996141","Female",4,0.301
"2960",96.5,"309998431","Female",0,-1.303
"2960",96.5,"309998431","Female",1,-0.194
"2960",96.5,"309998431","Female",2,0.587
"2960",96.5,"309998431","Female",3,0.632
"2960",96.5,"309998431","Female",4,0.997
"2960",96.5,"310000091","Male",0,-0.942
"2960",96.5,"310000091","Male",1,-0.574
"2960",96.5,"310000091","Male",2,-0.316
"2960",96.5,"310000091","Male",3,0.811
"2960",96.5,"310000171","Male",0,0.329
"2960",96.5,"310000171","Male",1,0.658
"2960",96.5,"310000171","Male",2,1.309
"2960",96.5,"310000171","Male",3,2.034
"2960",96.5,"310000171","Male",4,2.035
"2960",96.5,"310000761","Female",0,-2.902
"2960",96.5,"310000761","Female",1,-1.694
"2960",96.5,"310000761","Female",2,-1.446
"2960",96.5,"310001811","Male",0,-1.541
"2960",96.5,"310001811","Male",1,0.546
"2960",96.5,"310001811","Male",2,0.343
"2960",96.5,"310001811","Male",3,1.273
"2960",96.5,"310003431","Female",0,-1.276
"2960",96.5,"310003431","Female",1,-1.946
"2960",96.5,"310003431","Female",2,-1.03
"2960",96.5,"310004671","Female",0,-1.538
"2960",96.5,"310004671","Female",1,-1.757
"2960",96.5,"310004671","Female",2,-0.928
"2960",96.5,"310004671","Female",3,0.347
"2960",96.5,"310004671","Female",4,0.044
"2960",96.5,"310006371","Female",0,-1.76
"2960",96.5,"310006371","Female",1,-0.351
"2960",96.5,"310006371","Female",2,1.485
"2960",96.5,"310006371","Female",3,1.498
"2960",96.5,"310006371","Female",4,2.164
"2960",96.5,"310618061","Male",0,-2.188
"2960",96.5,"310618061","Male",1,-2.802
"2960",96.5,"310618061","Male",2,-1.446
"2960",96.5,"310622762","Male",1,-2.663
"2960",96.5,"310622762","Male",2,-0.419
"2960",96.5,"310622762","Male",3,-0.35
"2960",96.5,"310622762","Male",4,-0.281
"2960",96.5,"316348731","Female",0,-1.898
"2960",96.5,"316348731","Female",1,-1.12
"2960",96.5,"316348731","Female",2,-0.623
"2960",96.5,"316388362","Male",2,-1.03
"2960",96.5,"316388362","Male",3,-0.779
"2960",96.5,"316388362","Male",4,0.044
"3020",48.8,"191837932","Male",1,-0.988
"3020",48.8,"191837932","Male",2,0.003
"3020",48.8,"191837932","Male",3,0.292
"3020",48.8,"191842181","Male",0,-3.798
"3020",48.8,"191842181","Male",1,-2.265
"3020",48.8,"191842181","Male",2,-1.894
"3020",48.8,"191842181","Male",3,-0.834
"3020",48.8,"191842181","Male",4,-0.396
"3020",48.8,"228175583","Male",2,0.587
"3020",48.8,"228175583","Male",3,0.811
"3020",48.8,"228175583","Male",4,1.973
"3020",48.8,"279165461","Male",0,-1.541
"3020",48.8,"279165461","Male",1,-0.351
"3020",48.8,"279165461","Male",2,0.716
"3020",48.8,"279165461","Male",3,1.346
"3020",48.8,"279165461","Male",4,2.682
"3020",48.8,"285863881","Male",0,-1.218
"3020",48.8,"285863881","Male",1,-0.785
"3020",48.8,"285863881","Male",2,0.852
"3020",48.8,"285863881","Male",3,1.273
"3020",48.8,"285863881","Male",4,2.859
"3020",48.8,"285865151","Female",0,-1.83
"3020",48.8,"285865151","Female",1,-1.441
"3020",48.8,"285865151","Female",2,-0.826
"3020",48.8,"285865151","Female",3,0.691
"3020",48.8,"285865151","Female",4,1.047
"3020",48.8,"285868251","Female",0,-2.535
"3020",48.8,"285868251","Female",1,-1.441
"3020",48.8,"285868251","Female",2,-0.623
"3020",48.8,"285868251","Female",3,1.273
"3020",48.8,"285868251","Female",4,0.947
"3020",48.8,"285878561","Female",0,-2.839
"3020",48.8,"285878561","Female",0,-1.689
"3020",48.8,"285878561","Female",1,-1.314
"3020",48.8,"285878561","Female",2,0.343
"3020",48.8,"285878561","Female",3,-0.032
"3020",48.8,"285878561","Female",4,1.098
"3020",48.8,"293301662","Female",1,0.439
"3020",48.8,"293301662","Female",2,2.43
"3020",48.8,"293301662","Female",3,2.814
"3020",48.8,"293301662","Female",4,3.163
"3020",48.8,"293362371","Male",0,-2.778
"3020",48.8,"293362371","Male",0,-2.162
"3020",48.8,"293362371","Male",1,-1.352
"3020",48.8,"293362371","Male",2,-1.243
"3020",48.8,"293362371","Male",3,-0.373
"3020",48.8,"297381491","Female",0,-3.206
"3020",48.8,"297381491","Female",1,-2.265
"3020",48.8,"297381491","Female",2,-1.555
"3020",48.8,"298000141","Male",0,-3.558
"3020",48.8,"298000141","Male",0,-2.351
"3020",48.8,"298000141","Male",1,-1.25
"3020",48.8,"298000141","Male",2,0.003
"3020",48.8,"298051131","Male",0,-0.497
"3020",48.8,"298051131","Male",1,0.148
"3020",48.8,"298051131","Male",2,2.14
"3020",48.8,"298051131","Male",3,2.508
"3020",48.8,"298053341","Female",0,-0.221
"3020",48.8,"298053341","Female",1,0.546
"3020",48.8,"298053341","Female",2,1.678
"3020",48.8,"298053341","Female",3,2.508
"3020",48.8,"298053341","Female",4,3.544
"3020",48.8,"298054151","Female",0,-2.718
"3020",48.8,"298054151","Female",1,-1.441
"3020",48.8,"298054151","Female",2,-0.105
"3020",48.8,"298054151","Female",3,0.403
"3020",48.8,"298055551","Male",0,-1.76
"3020",48.8,"298055551","Male",1,-0.921
"3020",48.8,"298055551","Male",2,-0.105
"3020",48.8,"298055551","Male",3,0.873
"3020",48.8,"298055551","Male",4,2.035
"3020",48.8,"298057841","Male",0,-1.83
"3020",48.8,"298057841","Male",1,-0.854
"3020",48.8,"298057841","Male",2,-0.419
"3020",48.8,"298057841","Male",3,1.421
"3020",48.8,"298057841","Male",4,1.912
"3020",48.8,"298058571","Female",0,-2.535
"3020",48.8,"298058571","Female",1,-1.505
"3020",48.8,"298058571","Female",2,-1.555
"3020",48.8,"298066161","Male",0,-2.839
"3020",48.8,"298066161","Male",1,-2.072
"3020",48.8,"298066161","Male",2,-0.522
"3020",48.8,"298066161","Male",3,1.001
"3020",48.8,"298066161","Male",4,1.098
"3020",48.8,"298066831","Male",0,-1.464
"3020",48.8,"298066831","Male",1,-1.441
"3020",48.8,"298066831","Male",2,-0.105
"3020",48.8,"298066831","Male",3,0.516
"3020",48.8,"298066831","Male",4,2.231
"3020",48.8,"298067211","Female",0,-2.351
"3020",48.8,"298067211","Female",1,-1.12
"3020",48.8,"298067211","Female",2,-1.34
"3020",48.8,"298067211","Female",3,-0.563
"3020",48.8,"298067211","Female",4,0.699
"3020",48.8,"298067481","Male",0,-0.619
"3020",48.8,"298067481","Male",1,0.241
"3020",48.8,"298067481","Male",2,1.678
"3020",48.8,"298067481","Male",3,1.346
"3020",48.8,"298067481","Male",4,2.445
"3020",48.8,"298067641","Male",0,-3.268
"3020",48.8,"298067641","Male",0,-1.898
"3020",48.8,"298067641","Male",1,-1.641
"3020",48.8,"298068531","Male",0,-1.689
"3020",48.8,"298068531","Male",1,-0.427
"3020",48.8,"298068531","Male",2,0.227
"3020",48.8,"298068531","Male",3,1.001
"3020",48.8,"298068531","Male",4,2.099
"3020",48.8,"298069181","Male",0,-0.84
"3020",48.8,"298069181","Male",1,-0.028
"3020",48.8,"298069181","Male",2,1.678
"3020",48.8,"298069181","Male",3,2.376
"3020",48.8,"298069181","Male",4,2.445
"3020",48.8,"298069691","Male",0,-3.144
"3020",48.8,"298069691","Male",0,-1.464
"3020",48.8,"298069691","Male",1,-1.699
"3020",48.8,"298069691","Male",2,-0.823
"3020",48.8,"298069691","Male",3,0.172
"3020",48.8,"298069931","Female",0,-2.032
"3020",48.8,"298069931","Female",1,-1.25
"3020",48.8,"298069931","Female",2,0.003
"3020",48.8,"298069931","Female",3,0.021
"3020",48.8,"298069931","Female",4,-0.17
"3020",48.8,"298070271","Male",0,-4.018
"3020",48.8,"298070271","Male",0,-2.097
"3020",48.8,"298070271","Male",1,-1.757
"3020",48.8,"298070271","Male",2,-0.943
"3020",48.8,"298070271","Male",3,-0.482
"3020",48.8,"301620992","Male",1,-0.716
"3020",48.8,"301620992","Male",2,-1.446
"3020",48.8,"301620992","Male",3,-0.086
"3020",48.8,"306918651","Male",0,-2.535
"3020",48.8,"306918651","Male",1,-1.441
"3020",48.8,"306918651","Male",2,-0.928
"3020",48.8,"306918651","Male",3,0.459
"3020",48.8,"306918651","Male",4,1.098
"3020",48.8,"312543372","Male",1,-0.501
"3020",48.8,"312543372","Male",2,-0.826
"3020",48.8,"312543372","Male",3,0.347
"3020",48.8,"312543372","Male",4,1.354
"3030",98.7,"221984401","Female",0,-2.288
"3030",98.7,"221984401","Female",1,-0.921
"3030",98.7,"221984401","Female",2,-0.211
"3030",98.7,"221984401","Female",3,-0.192
"3030",98.7,"250767881","Male",0,-0.974
"3030",98.7,"250767881","Male",1,-1.303
"3030",98.7,"250767881","Male",2,-0.725
"3030",98.7,"250768181","Female",0,-1.966
"3030",98.7,"250768181","Female",1,-1.218
"3030",98.7,"250768181","Female",2,-0.725
"3030",98.7,"250768261","Male",0,-1.276
"3030",98.7,"250768261","Male",1,-0.501
"3030",98.7,"250768261","Male",2,-0.522
"3030",98.7,"250769581","Female",0,0.12
"3030",98.7,"250769581","Female",1,0.148
"3030",98.7,"250769581","Female",2,1.485
"3030",98.7,"250769581","Female",3,1.001
"3030",98.7,"250769581","Female",4,2.099
"3030",98.7,"250770911","Male",0,0.12
"3030",98.7,"250770911","Male",1,-0.194
"3030",98.7,"250770911","Male",2,0.716
"3030",98.7,"250770911","Male",3,1.273
"3030",98.7,"250770911","Male",4,2.3
"3030",98.7,"250772101","Male",0,-2.558
"3030",98.7,"250772101","Male",1,-0.574
"3030",98.7,"250772101","Male",2,-0.623
"3030",98.7,"250772101","Male",3,-1.357
"3030",98.7,"250772101","Male",4,0.452
"3030",98.7,"255560032","Male",1,-2.297
"3030",98.7,"255560032","Male",2,-1.732
"3030",98.7,"255560032","Male",3,-0.427
"3030",98.7,"257010031","Male",0,-2.097
"3030",98.7,"257010031","Male",1,-1.054
"3030",98.7,"257010031","Male",2,-0.211
"3030",98.7,"264226711","Female",0,-4.406
"3030",98.7,"264226711","Female",0,-2.032
"3030",98.7,"264226711","Female",1,-1.568
"3030",98.7,"265671141","Female",0,-2.097
"3030",98.7,"265671141","Female",1,-0.112
"3030",98.7,"265671141","Female",2,0.114
"3030",98.7,"265671301","Male",0,-4.406
"3030",98.7,"265671301","Male",0,-1.898
"3030",98.7,"265671301","Male",1,-1.468
"3030",98.7,"265671301","Male",2,-0.327
"3030",98.7,"265671491","Male",0,-2.288
"3030",98.7,"265671491","Male",1,0.148
"3030",98.7,"265671491","Male",2,-0.623
"3030",98.7,"265671491","Male",3,0.074
"3030",98.7,"265671491","Male",4,1.199
"3030",98.7,"265671731","Male",0,1.325
"3030",98.7,"265671731","Male",1,-0.112
"3030",98.7,"265671731","Male",2,1.309
"3030",98.7,"265671731","Male",3,1.748
"3030",98.7,"265671731","Male",4,2.371
"3030",98.7,"265672031","Female",0,-1.038
"3030",98.7,"265672031","Female",1,-1.631
"3030",98.7,"265672031","Female",2,-1.03
"3030",98.7,"265672031","Female",3,-1.296
"3030",98.7,"265672031","Female",4,-0.116
"3030",98.7,"265672381","Male",0,-1.13
"3030",98.7,"265672381","Male",1,-0.854
"3030",98.7,"265672381","Male",2,0.463
"3030",98.7,"265672381","Male",3,0.873
"3030",98.7,"265672381","Male",4,1.047
"3030",98.7,"265672463","Male",2,0.114
"3030",98.7,"265672463","Male",3,0.237
"3030",98.7,"265672463","Male",4,0.352
"3030",98.7,"265673001","Male",0,-3.721
"3030",98.7,"265673001","Male",0,-1.987
"3030",98.7,"265673001","Male",1,-2.053
"3030",98.7,"265673001","Male",2,-1.546
"3030",98.7,"265673941","Female",0,-2.474
"3030",98.7,"265673941","Female",1,-1.819
"3030",98.7,"265673941","Female",2,-0.211
"3030",98.7,"265673941","Female",2,0.147
"3030",98.7,"265673941","Female",3,1.279
"3030",98.7,"265674671","Female",0,-2.596
"3030",98.7,"265674671","Female",1,-0.854
"3030",98.7,"265674671","Female",1,0.654
"3030",98.7,"265674671","Female",2,0.788
"3030",98.7,"265674671","Female",3,1.508
"3030",98.7,"265675131","Male",0,-0.365
"3030",98.7,"265675131","Male",1,0.058
"3030",98.7,"265675131","Male",2,-0.211
"3030",98.7,"265675131","Male",3,0.811
"3030",98.7,"265675131","Male",4,0.947
"3030",98.7,"265677181","Male",0,-2.899
"3030",98.7,"265677181","Male",1,-1.25
"3030",98.7,"265677181","Male",2,-1.778
"3030",98.7,"265677181","Male",3,-1.484
"3030",98.7,"265677181","Male",4,-0.975
"3030",98.7,"265677771","Female",0,0.893
"3030",98.7,"265677771","Female",1,-0.427
"3030",98.7,"265677771","Female",2,2.43
"3030",98.7,"265677771","Female",3,2.508
"3030",98.7,"265677771","Female",4,3.28
"3030",98.7,"265681291","Male",0,-2.225
"3030",98.7,"265681291","Male",1,-3.206
"3030",98.7,"265681291","Male",2,-2.015
"3030",98.7,"266886631","Female",0,-2.535
"3030",98.7,"266886631","Female",1,-1.898
"3030",98.7,"266886631","Female",1,-1.352
"3030",98.7,"266886631","Female",2,-0.762
"3030",98.7,"266886631","Female",3,0.227
